"","gene_id","prot_id","entrez_id","logFC","logCPM","LR","PValue","FDR"
"19879","Slc22a8","NP_112471.3",19879,0.30907644088096,10.0139982937581,1.17980668400855,0.277395354357732,0.658783903811947
"19274","Ptprm","NP_033010.2",19274,0.199529340955413,3.60021973644021,1.17927780961642,0.277503068199649,0.658821188352372
"75320","Etnk1","XP_006507074.1",75320,0.160057050464308,8.09807189039777,1.17917743734005,0.277523516583684,0.658821188352372
"208285","Cyp4f17","XP_006524024.1",208285,-0.564147196186636,-1.3726923482986,1.17902113374409,0.277555363375671,0.658821188352372
"12495","Entpd1","NP_001291650.1",12495,-0.242602180418556,3.2592044453807,1.17822817718104,0.277716998828652,0.659090628306572
"66506","Psmg3","NP_079880.1",66506,0.223574365856871,2.80694845496643,1.17772596298973,0.27781943094905,0.659219495197192
"77604","Rbm12b2","NP_945195.1",77604,0.435531937088088,-0.206343318341948,1.17747305723871,0.277871031873199,0.659227724326231
"68002","Sdhaf4","NP_080779.2",68002,0.193720953624927,4.31281657884907,1.17693992050255,0.277979848489261,0.659371666939543
"14904","Gtpbp1","NP_038846.2",14904,-0.182860958022381,4.28954171713718,1.1765938914773,0.278050503942687,0.659425056623211
"319582","6430573F11Rik","XP_006509199.1",319582,0.410455265423176,-0.570542948343416,1.17626913925136,0.278116835473751,0.659446834306488
"60595","Actn4","XP_006540318.1",60595,-0.171492897292464,7.28966586566053,1.17607751618031,0.278155984359563,0.659446834306488
"380660","Acss3","NP_001136276.1",380660,0.409400439737039,6.42278758612994,1.17374936038743,0.278632185111562,0.660461475819998
"235315","Rnf214","XP_011240805.1",235315,-0.103413889628308,4.85430721735211,1.1733361230099,0.278716815949723,0.660547761074131
"67693","Hypk","NP_080594.2",67693,0.161370115270145,5.19311744135592,1.17233888739433,0.27892118283095,0.660630782457364
"17709","","NP_904331.1",17709,-0.229841392823438,14.1511300596092,1.17189742806661,0.27901171289899,0.660630782457364
"14866","Gstm5","NP_034490.1",14866,0.224686087048325,5.49868624986441,1.17181891705313,0.279027817032191,0.660630782457364
"55944","Eif3d","NP_061219.2",55944,0.141568563053273,5.96338213086635,1.17180807923737,0.279030040170659,0.660630782457364
"27416","Abcc5","NP_038818.2",27416,0.312710142701121,3.26086641720921,1.1717979526386,0.279032117438852,0.660630782457364
"214580","Pstk","XP_006507619.1",214580,0.159961267692626,4.42766949806592,1.17173699446559,0.27904462219465,0.660630782457364
"56524","Mpp6","NP_001158206.1",56524,-0.140855512254315,5.95436800030593,1.17137570853153,0.279118749685767,0.660630782457364
"215748","Cnksr3","XP_011241381.1",215748,-0.12305395691538,4.19587584270114,1.17128322513279,0.279137729123888,0.660630782457364
"234358","Zfp930","NP_001013397.2",234358,0.247204230515191,2.58080965899324,1.17063039406933,0.279271749368925,0.660833773212993
"18706","Pik3ca","XP_006535472.1",18706,-0.169457323976588,5.63223470804294,1.16969562214985,0.279463790781517,0.6611739641637
"83946","Phip","XP_006511627.1",83946,0.370835340164217,3.31505089178078,1.16882727960098,0.279642334037588,0.661482108286495
"16834","Cog1","XP_006532406.1",16834,-0.116392553629641,5.45077309590732,1.1681050967495,0.279790934433098,0.661575675425416
"56327","Arl2","NP_062696.2",56327,0.197592094154081,5.58739407749618,1.16764523842878,0.279885609372774,0.661575675425416
"11979","Atp7b","XP_017168027.1",11979,0.361408898663595,4.251196933738,1.16741068151661,0.279933915162058,0.661575675425416
"13163","Daxx","XP_006523645.1",13163,-0.122087039854809,5.14501633689604,1.1673784297272,0.279940558074722,0.661575675425416
"24017","Rnf13","XP_006501520.1",24017,-0.12730844312195,6.49439180792624,1.16735583753081,0.279945211515993,0.661575675425416
"12868","Cox8a","NP_031776.1",12868,-0.203607352355308,8.15061447269816,1.16722717146482,0.279971715447263,0.661575675425416
"18096","Nkx6-1","NP_659204.1",18096,-0.568296495482741,-1.64361319788577,1.16656210052385,0.280108763943876,0.66178534258674
"75605","Kdm5b","NP_690855.2",75605,-0.192398634958093,5.35372077036074,1.16503062164498,0.28042467172179,0.662417437720185
"100043497","Nat8f7","NP_001240839.2",100043497,-0.291190736238963,4.51955698336976,1.1644820531446,0.280537937776285,0.662570718362476
"83486","Rbm5","XP_011241223.1",83486,0.130062457358573,6.12989948592162,1.16397983414743,0.280641684430953,0.662701467235574
"14976","Pfdn6","NP_034515.1",14976,0.208804627956032,6.3501022666519,1.16269606382841,0.280907101506421,0.663121539715294
"104349","Zfp119a","XP_011244532.1",104349,0.198957571049094,1.32859257132539,1.1625969232062,0.280927611823998,0.663121539715294
"16008","Igfbp2","NP_032368.2",16008,0.505204196495006,0.350363704466156,1.16233334777717,0.280982149788433,0.663121539715294
"56347","Eif3c","NP_666312.1",56347,-0.103261579419404,7.94277369318138,1.16218309269418,0.281013245948274,0.663121539715294
"240873","Tnfsf18","NP_899247.3",240873,-0.497093384301666,-1.56432884306561,1.16108365056531,0.281240914185859,0.663455956827903
"211007","Trim41","XP_006532821.1",211007,-0.102770719863079,5.23503488619297,1.16103088668748,0.281251846184492,0.663455956827903
"329093","Cpa6","XP_011236694.1",329093,0.878773407894149,-2.35022326189735,1.16071651308033,0.281316991492108,0.663495353104169
"208777","Sned1","XP_006529381.1",208777,0.37956781184605,1.18986171410398,1.15992970009634,0.28148012048917,0.66365915389583
"67015","Ccdc91","XP_006507140.1",67015,0.178347762211434,4.23546267547105,1.15960770042633,0.281546914762501,0.66365915389583
"16818","Lck","NP_001155905.1",16818,0.256718650266398,0.182696036134909,1.15939186720842,0.281591697520615,0.66365915389583
"24061","Smc1a","NP_062684.2",24061,0.132669848186583,5.9678482607963,1.15911818272144,0.281648496656039,0.66365915389583
"319520","Dusp4","NP_795907.1",319520,0.329279095795556,-0.271555569246192,1.15882030232025,0.281710333749657,0.66365915389583
"12927","Bcar1","NP_034084.2",12927,0.140455356249741,6.41851528683871,1.15881813984988,0.281710782720346,0.66365915389583
"76959","Chmp5","NP_084090.1",76959,-0.109204838291023,6.56428166008803,1.15874659783373,0.281725636737029,0.66365915389583
"229663","Csde1","XP_006501460.1",229663,-0.114758024488033,7.92747502667604,1.15831863568006,0.281814513686614,0.663754355881661
"19298","Pex19","XP_006496776.2",19298,-0.12525898253665,6.55788744830792,1.15790346206722,0.281900768649277,0.663843350656894
"74156","Acot12","XP_006517476.1",74156,-0.270885619427817,6.61763120182157,1.15757493896059,0.281969045070154,0.663889984748295
"74195","Elp3","NP_083087.1",74195,0.124298399187563,5.69115659785229,1.15643590114362,0.282205931404066,0.664154209860743
"54366","Ctnnal1","XP_017175808.1",54366,0.197766119476574,6.47059862903979,1.15637759499954,0.282218064134373,0.664154209860743
"66053","Ppil2","XP_006522506.1",66053,0.103342586421777,5.09928385582406,1.15633587873727,0.282226745136501,0.664154209860743
"319278","A230050P20Rik","XP_006510468.1",319278,0.246768775439504,3.26059452836058,1.15579765907542,0.28233877697509,0.664303708890368
"30962","Slc7a9","XP_006540108.1",30962,-0.23057998271849,6.48511008772457,1.15491990644367,0.282521604178596,0.66461969955858
"235633","Als2cl","XP_017168843.1",235633,0.190425277498658,3.34393998736798,1.15457018403148,0.282594489618529,0.66467699292725
"140488","Igf2bp3","NP_076159.3",140488,-0.158016356266595,3.06545491338188,1.15430353640189,0.282650077474451,0.664693588786072
"56452","Orc6","NP_062690.2",56452,-0.229188674601859,1.11775258754339,1.15357942534798,0.282801102234182,0.664879978426534
"21928","Tnfaip2","XP_006515855.1",21928,0.204855421952089,4.19918641984698,1.15345804628467,0.282826427738974,0.664879978426534
"83924","Gpr137b","NP_114388.2",83924,0.277510724121037,7.1369238225898,1.15199695652075,0.283131506580419,0.665204004680203
"14447","Gapdhs","XP_011248737.1",14447,0.361841361185809,0.249772622090649,1.15199323709444,0.283132283736325,0.665204004680203
"224116","Muc20","NP_001139346.1",224116,0.29159412952773,6.08806737933919,1.15188053159793,0.283155834278204,0.665204004680203
"15568","Elavl1","XP_006508761.1",15568,0.133071617110047,4.53737039625272,1.1518675894072,0.283158538791295,0.665204004680203
"70099","Smc4","NP_598547.1",70099,0.162261570385776,4.29524832064471,1.15149925463385,0.283235522947652,0.665208970178874
"72129","Pex13","NP_076140.2",72129,-0.122050287758656,5.38323790119764,1.15126502117371,0.283284492913666,0.665208970178874
"100978","Nfxl1","XP_011238988.1",100978,0.129345147331006,4.83359130026962,1.15116043717823,0.283306361204247,0.665208970178874
"271377","Zbtb11","NP_766614.2",271377,0.208024515366382,3.82046655937941,1.15078579761715,0.283384715078993,0.665278892307487
"100039801","Cldn24","NP_001104788.1",100039801,0.658156760176897,-1.88731881576688,1.15046509697893,0.283451809709224,0.665314078436986
"56305","Pitpnb","NP_062614.1",56305,-0.125105991289914,5.66288694426269,1.15024982980998,0.283496857605012,0.665314078436986
"18037","Nfkbie","NP_032716.2",18037,0.415849374914915,-1.15444553379986,1.14953631649976,0.283646235838502,0.665460220413401
"20901","Strap","NP_035629.2",20901,-0.117376775038138,6.53657744484717,1.14936371849517,0.2836823852217,0.665460220413401
"15893","Ica1","XP_006505056.1",15893,0.190212385854934,3.60578990600865,1.14907377349801,0.283743125203386,0.665460220413401
"66753","Erlec1","XP_011242046.1",66753,-0.110414051571625,6.93225559616591,1.14902434350061,0.283753481835153,0.665460220413401
"77034","2510039O18Rik","XP_006539342.1",77034,-0.134694932454153,5.50856894672067,1.14849272666912,0.283864897093825,0.665607538195006
"11828","Aqp3","NP_057898.2",11828,-0.259747515431146,7.35211992025733,1.14701044782187,0.284175843101618,0.66601195704266
"72873","Bbof1","XP_006516336.1",72873,0.181581778594894,2.32521539347553,1.14692963996955,0.284192807021482,0.66601195704266
"212503","Paox","XP_011248143.2",212503,0.14512624037154,4.36213145648715,1.14686465304366,0.284206450599309,0.66601195704266
"215814","Ccdc28a","NP_659069.2",215814,-0.137722240881212,3.57462443812224,1.14653115834296,0.28427647867775,0.66601195704266
"66193","Pithd1","NP_079687.3",66193,-0.178491500466203,4.7865294433878,1.14639162724457,0.284305784265352,0.66601195704266
"224585","Zfp160","NP_663458.2",224585,0.231926723034412,2.61784286126008,1.14626588453748,0.284332197169304,0.66601195704266
"20382","Srsf2","NP_035488.1",20382,0.128549149020391,6.74290416662876,1.14602516048696,0.284382771172368,0.66601195704266
"66340","Psenen","NP_079774.1",66340,-0.244833445095933,6.11949590009867,1.14581755101058,0.284426397250476,0.66601195704266
"67028","2610002M06Rik","NP_080197.2",67028,-0.167055298918691,3.02869585504942,1.14534810000382,0.284525076752389,0.666019982375731
"108800","Ston2","NP_780576.1",108800,0.370615091995135,3.01925204292308,1.1453385618894,0.284527082132039,0.666019982375731
"70747","Tspan2","NP_081809.2",70747,-0.221088264674622,2.57199939360938,1.14394325214558,0.284820637814156,0.666593208390752
"72098","Tmem68","NP_082373.1",72098,-0.135094947231477,4.38991892546243,1.14304801481675,0.285009186751775,0.6668208441842
"22631","Ywhaz","NP_001240736.1",22631,0.206006833939808,7.55887544882286,1.14288776688765,0.285042953804285,0.6668208441842
"218772","Rarb","NP_001276690.1",218772,0.133159493593832,4.63465459307363,1.14278807403812,0.285063963397962,0.6668208441842
"242408","Fam221b","NP_780726.1",242408,0.374893952144551,-1.08461331939153,1.14248402748083,0.285128051281761,0.666856863107069
"224273","Crybg3","NP_777273.2",224273,-0.207154042232607,6.17111500506842,1.14207145034719,0.285215044802571,0.666946432237666
"98910","Usp6nl","XP_006497633.1",98910,0.192962023844797,4.6337875082019,1.14107201288387,0.285425919736004,0.66732560544628
"19009","Pou6f1","XP_006520677.1",19009,0.189193489452093,5.4625367174399,1.14024591795386,0.285600369819579,0.667518882982712
"106957","Slc39a6","NP_631882.2",106957,-0.177153427735961,3.78504695748674,1.14021896379132,0.285606064126657,0.667518882982712
"207352","Sec23ip","XP_006507582.1",207352,0.134848054244419,4.89856406398075,1.13897374270932,0.285869285309783,0.667964720014653
"68371","Pbld1","XP_006514093.1",68371,-0.187285503075166,4.98961274427638,1.13885518592744,0.285894362494589,0.667964720014653
"66358","Adprm","NP_079786.2",66358,0.273813917591667,1.3525977424031,1.13842718550551,0.285984916576325,0.667966011299828
"546071","Mast3","XP_006509774.1",546071,-0.386727607611578,-0.0411110473326617,1.13839155401732,0.285992456940873,0.667966011299828
"268595","D430019H16Rik","NP_001239437.1",268595,-0.369853711767727,1.75161698558085,1.13762292174194,0.286155176984568,0.668129114979303
"17978","Ncoa2","NP_032704.2",17978,-0.156050815691336,6.11740432123867,1.13724805814937,0.286234578531978,0.668129114979303
"70396","Asnsd1","NP_001277913.1",70396,0.130237513785348,4.94383652978571,1.13697463240668,0.286292511713638,0.668129114979303
"67161","Sclt1","NP_001074880.1",67161,0.139575001820216,3.18645186108618,1.13691104453368,0.286305986784209,0.668129114979303
"15184","Hdac5","XP_011247050.1",15184,-0.151270017090823,5.25759841408851,1.13689738443338,0.286308881636458,0.668129114979303
"268567","Tmem229b","XP_006515976.1",268567,0.463454036893894,-0.361503644025011,1.1366798471001,0.286354987217327,0.668129114979303
"240328","F830016B08Rik","XP_006525989.1",240328,0.373186954033165,4.85080050019515,1.13624631641951,0.286446899260191,0.668201854785814
"27081","Zfp275","XP_017174008.1",27081,0.143811094255837,4.17244353803249,1.13559337411114,0.286585399071606,0.668201854785814
"80292","Zxdc","NP_766590.1",80292,-0.104860286873512,4.71398916163423,1.13545434066047,0.286614901336875,0.668201854785814
"72635","Lins1","XP_006541283.1",72635,0.122278626662061,4.70109277625816,1.13542980757855,0.286620107545528,0.668201854785814
"21844","Tiam1","XP_011244414.1",21844,0.462759579169987,2.43105063262896,1.1353827057185,0.286630103451128,0.668201854785814
"170826","Ppargc1b","XP_006525761.1",170826,-0.272450438258167,2.92334723710193,1.13445852216741,0.286826322288382,0.668296556556564
"68975","Med27","NP_081172.2",68975,-0.168316408130182,3.7864240261873,1.13436750944486,0.286845654961825,0.668296556556564
"60532","Wtap","NP_001107005.1",60532,-0.0954493376139591,5.95366660169274,1.1343395479675,0.286851594794725,0.668296556556564
"64918","Bhmt2","NP_075022.2",64918,0.242417546497218,7.72761998060701,1.13427217912853,0.286865906541767,0.668296556556564
"226841","Vash2","NP_659128.2",226841,0.695493765764645,-2.20671332785921,1.13389184420603,0.286946721408795,0.668360131212639
"67972","Atp2b1","XP_017169561.1",67972,-0.290708667610479,3.40650005929783,1.13368447908641,0.286990795243979,0.668360131212639
"11477","Acvr1","NP_001103675.1",11477,-0.154764733519118,3.64652102982969,1.13314659406942,0.287105158597564,0.668466531173487
"279561","Wnk3","XP_006528933.1",279561,0.782906243396517,-1.89021789540583,1.13254178409244,0.287233820491558,0.668466531173487
"12488","Cd2ap","XP_011244565.1",12488,0.342705184920135,6.26940336496329,1.1324870742645,0.287245462587103,0.668466531173487
"353287","Clec18a","XP_011246720.1",353287,0.185522771206204,2.25458826575816,1.13229404312629,0.287286543854432,0.668466531173487
"110253","Triobp","NP_001034245.1",110253,0.176509487339172,4.15190307408324,1.13185190194334,0.287380669356476,0.668466531173487
"319765","Igf2bp2","NP_898850.2",319765,0.569900667658162,-1.87112717417359,1.13166173537643,0.287421165139642,0.668466531173487
"69875","Ndufa11","NP_081520.1",69875,0.248122982642156,5.84161774623709,1.13152043469985,0.287451259676698,0.668466531173487
"22070","Tpt1","NP_033455.1",22070,-0.154870437952595,9.83039965488009,1.13117776872683,0.287524258085766,0.668466531173487
"77337","Akr1c21","NP_084177.2",77337,-0.525568977374681,7.10083327477521,1.13104617898771,0.287552297016509,0.668466531173487
"12013","Bach1","NP_031546.1",12013,-0.171631347941218,4.3611941983835,1.13065535664443,0.287635593310818,0.668466531173487
"242126","Slc22a15","NP_001034460.2",242126,0.165962778959327,3.52137172230033,1.1306288864766,0.287641236029032,0.668466531173487
"212627","Prpsap2","NP_001157716.1",212627,0.158545851113312,3.76608927487796,1.13051742563081,0.287664997987042,0.668466531173487
"20202","S100a9","NP_033140.1",20202,0.469718839655832,0.269379145962996,1.1304893700034,0.287670979463824,0.668466531173487
"387314","Tmtc1","NP_945318.2",387314,-0.424252337855133,1.92592271212792,1.1299925464612,0.287776928744387,0.668536973703818
"238323","Rps6kl1","XP_006515912.1",238323,0.348477537140522,2.25154120801771,1.12988945681916,0.287798919170394,0.668536973703818
"19139","Prps1","NP_067438.1",19139,-0.154710543878969,4.71027351869113,1.12898986188009,0.287990905747387,0.66883281143941
"229214","Qrfpr","NP_937835.1",229214,0.337681831551669,4.64148889137198,1.12883513604579,0.288023942893519,0.66883281143941
"11798","Xiap","XP_017173848.1",11798,0.373067830663649,4.64909276593414,1.12849647772791,0.288096270228876,0.668838886084321
"50932","Mink1","XP_006533741.1",50932,0.173632327838334,6.14923388385844,1.12836559960755,0.28812422808831,0.668838886084321
"56431","Dstn","NP_062745.1",56431,0.113012275392611,7.72368550864593,1.127955662264,0.288211820223641,0.668892470536136
"17283","Men1","NP_001161960.1",17283,-0.128542570091766,5.00001298988798,1.1278004742437,0.288244988398384,0.668892470536136
"66530","Ubxn6","XP_017173099.1",66530,-0.146548465651403,5.44942967659179,1.12744986916304,0.288319940738736,0.668949227081846
"76866","Morn1","XP_017175939.1",76866,0.220298391470249,0.587287858077659,1.12714791386452,0.288384512605009,0.668949227081846
"21926","Tnf","NP_001265530.1",21926,0.537857271041323,-0.388570342923148,1.12700082108782,0.288415974439128,0.668949227081846
"102866","Pls3","NP_001159925.1",102866,0.178124340149875,6.1992717051922,1.12665392056988,0.288490190665543,0.669008068295848
"70315","Hdac8","NP_081658.1",70315,0.14820148486875,2.75069422710687,1.12595079852074,0.288640691825662,0.669243764219445
"27367","Rpl3","NP_038790.2",27367,0.187640831936032,8.88359432508498,1.12539005429652,0.288760789065584,0.66935416117493
"12492","Scarb2","NP_031670.1",12492,-0.155012896410346,7.01062418466812,1.12527214745239,0.2887860498235,0.66935416117493
"76400","Pbp2","NP_083871.3",76400,-0.687456078652481,4.21122668734368,1.12441637720863,0.288969477235061,0.669665983115295
"56451","Suclg1","NP_063932.2",56451,-0.171506569715703,8.65126920408345,1.12378652446373,0.289104575825765,0.669865719930584
"230971","Megf6","NP_001156449.1",230971,0.248703281929037,2.10510342384493,1.12345712711908,0.289175261059696,0.669916166352097
"13421","Dnase1l3","XP_006517984.1",13421,0.328290277268399,1.71198900180816,1.12242798978171,0.289396245032155,0.670189681934884
"245695","Tceanc","XP_011246129.1",245695,0.445614699179775,-1.42158528578083,1.12237136763019,0.289408409599672,0.670189681934884
"69046","Isca1","NP_081197.1",69046,-0.131717614361166,7.19165444905997,1.1222237512333,0.289440126215307,0.670189681934884
"117589","Asb7","XP_011249081.1",117589,0.292935398084695,3.12894064683781,1.12104306510071,0.289693965884233,0.67066405624585
"319277","A230046K03Rik","NP_001028547.2",319277,0.177585497627597,5.51669189911362,1.12043443348996,0.289824928414736,0.670675196854829
"228812","Pigu","XP_006499396.1",228812,0.127537066851018,4.48959188537609,1.12028895436463,0.289856243108655,0.670675196854829
"232679","Zc3hc1","NP_001298015.1",232679,0.169295432189216,3.33490554202594,1.11995699335857,0.289927714572111,0.670675196854829
"270028","Fam155a","XP_006508872.1",270028,0.339822958408399,-0.561872756596925,1.11985296926183,0.289950115662296,0.670675196854829
"73149","Clec4a3","NP_001191170.1",73149,0.429946846235934,-0.945394582032141,1.11962109968761,0.290000055600749,0.670675196854829
"74895","Ccdc181","NP_083391.2",74895,0.331936992621923,1.33527454157687,1.11949286760338,0.2900276788623,0.670675196854829
"213499","Fbxo42","XP_006538765.1",213499,0.244788442611116,3.6310600767569,1.11942843978567,0.290041558920207,0.670675196854829
"216810","Tom1l2","XP_011247210.1",216810,-0.134954790982328,6.41944857109156,1.11871058462013,0.29019626789874,0.670808486089591
"109212","Fam64a","XP_006532039.1",109212,-0.186063156109837,1.28691878053913,1.11866909593133,0.290205212572729,0.670808486089591
"243905","Zfp568","NP_001161344.1",243905,0.324597506380328,3.00759417000813,1.11812419718812,0.290322721592853,0.670808486089591
"208266","Dot1l","XP_011241693.1",208266,0.143047995804446,5.03039544971221,1.11807529864686,0.290333269672957,0.670808486089591
"272031","Plppr1","NP_848871.1",272031,-0.203257262610227,4.30459229220349,1.11800429300771,0.290348587424429,0.670808486089591
"19771","Rlbp1","XP_011249129.1",19771,0.798796325724711,2.12000148498561,1.11713147534508,0.290536960952087,0.670808486089591
"66917","Chordc1","NP_080120.1",66917,0.162629996054771,5.08829142687956,1.11706614757087,0.290551066410598,0.670808486089591
"15519","Hsp90aa1","NP_034610.1",15519,0.564281479456725,2.77141846722012,1.11690666036734,0.290585506276382,0.670808486089591
"68972","Tatdn3","NP_001156894.1",68972,0.159136184533385,3.04353758416094,1.11690492462333,0.290585881123743,0.670808486089591
"83435","Plekha3","XP_006500509.1",83435,-0.123942721694814,5.11178502228819,1.1167466029463,0.290620074509252,0.670808486089591
"83395","Sp6","NP_112460.1",83395,0.728104470465378,-2.15084503726855,1.11666378026042,0.29063796411037,0.670808486089591
"30055","Timm13","NP_038923.1",30055,0.288787935090261,6.22824375247338,1.11627565039694,0.290721818410199,0.670833918340565
"140483","Hnmt","XP_006497733.1",140483,0.157290148784665,4.40001390423427,1.11613696383311,0.290751788710755,0.670833918340565
"20723","Serpinb9","XP_006516688.1",20723,0.168405291189648,4.55210255026841,1.11553449364722,0.290882028850327,0.670833918340565
"74347","Tldc1","NP_083159.1",74347,0.167959616173801,4.09208964243551,1.11546210047597,0.290897683589436,0.670833918340565
"216724","Rufy1","XP_006532904.1",216724,-0.108172008424043,5.2786084194125,1.11536220966361,0.290919286350026,0.670833918340565
"12226","Btg1","NP_031595.1",12226,-0.428102875641309,-0.100387792101834,1.11525319455285,0.290942864700859,0.670833918340565
"11764","Ap1b1","NP_001229972.1",11764,0.157810085806178,7.06508138422139,1.11471014639032,0.291060354284266,0.670991855289901
"69719","Cad","XP_006504154.1",69719,0.163754392218768,3.43842467501026,1.11338369185834,0.291347590052295,0.671540995179439
"224814","Abcc10","XP_006524205.1",224814,0.246469934895489,1.51036521483732,1.11248053907525,0.291543369380509,0.671850016823345
"83964","Jam3","NP_075766.1",83964,0.274582773082529,2.56550103283098,1.11231271420056,0.291579767815272,0.671850016823345
"217154","Stac2","NP_666140.1",217154,1.03114612325413,-1.60919903442786,1.11181684531008,0.291687347456695,0.671920975481969
"17113","M6pr","NP_034879.2",17113,-0.101654638865415,6.80252047746711,1.1112531914128,0.291809694717449,0.671920975481969
"67050","Nkap","NP_080213.3",67050,0.215028375973998,3.4911788291578,1.11117100161312,0.29182754038782,0.671920975481969
"23918","Impdh2","XP_006511793.1",23918,0.275746692510563,2.02937167625579,1.11103282259145,0.291857546001789,0.671920975481969
"216438","March9","NP_001028434.1",216438,-0.184002574196585,4.0062657395706,1.11090475580998,0.291885359257253,0.671920975481969
"53323","Ube2k","XP_017176474.1",53323,-0.11290557124209,6.21388672516027,1.11042708527484,0.291989128527051,0.671920975481969
"73121","Fam101a","NP_082719.1",73121,0.629430286242236,-1.61257391388162,1.11003005422581,0.29207541550733,0.671920975481969
"22232","Slc35a2","XP_006527648.1",22232,0.146796530939478,2.84935753848354,1.10993699877146,0.292095644011671,0.671920975481969
"75212","Rnf121","XP_006508338.1",75212,-0.122649552324084,4.25811552706215,1.10991264374477,0.292100938631492,0.671920975481969
"18670","Abcb4","XP_006503615.1",18670,0.709521404400347,-2.03038610774797,1.10972378668745,0.292141999052445,0.671920975481969
"56526","Sept6","NP_001170794.1",56526,0.502689327568424,0.734380535871531,1.10968597996722,0.292150219698826,0.671920975481969
"268566","Gphn","XP_006515964.1",268566,0.120282418446428,5.84522181874386,1.10895937192191,0.292308269872311,0.672171602446468
"22668","Sf1","XP_006531797.1",22668,0.101569297026416,6.50529856663535,1.10871580894384,0.292361273592076,0.672180628356063
"108169060","LOC108169060","XP_017176715.1",108169060,0.386402376207873,-0.896828403564527,1.10821417058239,0.292470477884139,0.672318842749441
"110380","Shroom2","NP_001277613.1",110380,0.289673861175771,3.70485565930808,1.10772290165868,0.292577475312533,0.672451938560238
"67602","Necap1","NP_080543.2",67602,-0.14785640339108,6.18422680482395,1.10722066793675,0.292686912560603,0.672538106982467
"23999","Twf2","NP_036006.1",23999,-0.182124837599725,3.08114202694,1.10710017536002,0.292713175797495,0.672538106982467
"79263","Trim39","XP_006525234.1",79263,-0.122385780000088,3.4147186128507,1.10631005615251,0.292885469252084,0.672821098100728
"219094","Khnyn","XP_006518909.1",219094,-0.181184177481595,4.32043714085025,1.10605084578793,0.292942020918625,0.672838155039659
"20922","Supt4a","XP_006532805.1",20922,-0.163890626443328,5.23962971680943,1.10488441053855,0.293196673729028,0.673205842321443
"208092","Chmp6","XP_006532781.1",208092,0.14639784940753,4.56363610152161,1.10464836908471,0.293248240050051,0.673205842321443
"69908","Rab3b","NP_076026.1",69908,-0.295529627865638,1.73932787610356,1.10423644896655,0.293338257128603,0.673205842321443
"241589","D430041D05Rik","XP_011237829.1",241589,0.954081609707686,-1.86011667366746,1.10422019127882,0.293341810652738,0.673205842321443
"20220","Sap18","NP_033145.2",20220,-0.475621069356809,5.84155562092294,1.10393608917401,0.293403917157896,0.673205842321443
"53330","Vamp4","XP_006496999.1",53330,0.220303835486631,4.7039392994142,1.10377891629053,0.293438283362321,0.673205842321443
"15468","Prmt2","NP_573445.2",15468,-0.135913149027853,4.21273973243383,1.10370649233673,0.293454120755197,0.673205842321443
"83397","Akap12","NP_112462.1",83397,0.219787960754969,5.20691815878537,1.10351805207563,0.293495333272586,0.673205842321443
"381798","4930590J08Rik","XP_006506395.1",381798,-0.497830664414875,-1.78918588973534,1.10252330222141,0.293713011127955,0.673530879741733
"252837","Ackr4","XP_006511798.1",252837,0.417789396851155,2.93834250674895,1.10217753549036,0.293788722494494,0.673530879741733
"59042","Cope","NP_067513.1",59042,0.198322525702395,5.7878873401072,1.10204887524543,0.293816901164764,0.673530879741733
"210162","Zkscan2","XP_006507614.1",210162,0.636714313845408,-1.88818736078062,1.1017998534759,0.293871450775249,0.673530879741733
"65970","Lima1","NP_001107017.1",65970,0.215492182946573,5.31179449913552,1.1017474817337,0.293882924747123,0.673530879741733
"76251","Ercc6l2","XP_006517514.1",76251,0.165452667691145,5.77374637446811,1.10144875379829,0.293948383137352,0.673568187292818
"67388","1110008F13Rik","NP_080400.1",67388,-0.186995197825475,6.21669357476058,1.10066629816777,0.294119926212742,0.673848529509821
"71983","Tmco6","XP_006526339.1",71983,-0.125146573078844,3.73014208617702,1.09991299202546,0.294285199709006,0.674114416326233
"11768","Ap1m2","XP_006510013.1",11768,-0.186646521370933,4.13579235473125,1.0993538276156,0.294407955862174,0.674282836703736
"217430","Pqlc3","NP_766162.2",217430,-0.238132317500332,1.53955045256389,1.09798875275372,0.294707913035487,0.674856976581512
"108168953","LOC108168953","XP_017175977.1",108168953,0.480369858228004,-0.651257073671975,1.09707365225191,0.294909213403562,0.674906581854204
"57784","Bin3","XP_006519394.1",57784,-0.143044463643085,4.28878279906997,1.09702604843497,0.294919689929989,0.674906581854204
"16005","Igfals","XP_006523774.1",16005,0.375061683823269,-0.674996756331796,1.09700128649412,0.29492513966314,0.674906581854204
"14792","Lpcat3","XP_006505626.1",14792,0.178044586295224,6.92583303647327,1.09664690248277,0.295003148422588,0.674906581854204
"213326","Scyl2","XP_006513521.1",213326,-0.122741578516586,5.57780773642035,1.09659506670197,0.295014560986255,0.674906581854204
"54561","Nap1l3","NP_620081.1",54561,0.254107634833022,3.06863805870345,1.09593487588722,0.295159963150693,0.674906581854204
"237400","Mex3d","NP_941017.2",237400,-0.297286556297189,0.151676684519675,1.09574074220022,0.295202737131719,0.674906581854204
"71679","Atp5h","XP_006534317.1",71679,-0.186747185896918,8.20374838650539,1.09561989883359,0.295229366875808,0.674906581854204
"74237","Tubgcp2","NP_001272936.1",74237,0.114457644125117,4.89563210482137,1.09532132037294,0.295295176552472,0.674906581854204
